ImageName,Embedding
1_2614_u_4,"[[-0.02815046  0.18440998 -0.21916556 ...  0.24791303 -0.08330528
  -0.15458012]
 [ 0.02978523  0.18238902 -0.27409938 ...  0.2312065  -0.08174005
  -0.19156943]
 [ 0.08480912  0.14494036 -0.25699544 ...  0.18272588 -0.06891014
  -0.23795857]
 ...
 [ 0.09833173  0.17499605 -0.27903652 ...  0.18142405 -0.14591603
  -0.2418944 ]
 [ 0.04502525  0.16707623 -0.24769267 ...  0.21513537 -0.11516729
  -0.19785391]
 [ 0.01196071  0.22188702 -0.24857318 ...  0.25058755 -0.16684973
  -0.19398305]]"
1_2614_u_5,"[[-0.02903149  0.18518691 -0.21887887 ...  0.24942878 -0.08317657
  -0.15427817]
 [ 0.02911354  0.18258601 -0.27339837 ...  0.23187453 -0.08108722
  -0.19153033]
 [ 0.08388995  0.14468527 -0.25635585 ...  0.18390766 -0.06809324
  -0.23654127]
 ...
 [ 0.0971278   0.17532498 -0.27967417 ...  0.18245968 -0.14468881
  -0.24056959]
 [ 0.04409883  0.16767336 -0.2474379  ...  0.21579398 -0.11553587
  -0.19768938]
 [ 0.01173952  0.22152254 -0.24861339 ...  0.25120017 -0.16427326
  -0.19356763]]"
1_2614_u_6,"[[-0.02728131  0.18423517 -0.22009987 ...  0.2477803  -0.08353475
  -0.15506062]
 [ 0.03016509  0.18212357 -0.27424312 ...  0.23154882 -0.08133689
  -0.19208336]
 [ 0.08871298  0.14361127 -0.25741357 ...  0.17826086 -0.06999731
  -0.24034813]
 ...
 [ 0.0986101   0.17387341 -0.27981165 ...  0.18074286 -0.14598745
  -0.24149074]
 [ 0.04657186  0.16598824 -0.24680719 ...  0.21243265 -0.11600707
  -0.19874777]
 [ 0.01217636  0.22044644 -0.24913651 ...  0.25000873 -0.16324952
  -0.19454826]]"
1_2614_u_7,"[[-0.02829471  0.18410696 -0.2188743  ...  0.24809876 -0.08300784
  -0.15425399]
 [ 0.02733707  0.18310636 -0.27281743 ...  0.23265985 -0.08128288
  -0.19067928]
 [ 0.09013201  0.14236896 -0.25775516 ...  0.17618886 -0.07028903
  -0.24116287]
 ...
 [ 0.10576507  0.170289   -0.27837124 ...  0.17494614 -0.14592129
  -0.24575335]
 [ 0.05108156  0.16417833 -0.2476404  ...  0.2085638  -0.11725922
  -0.200019  ]
 [ 0.01322132  0.2197974  -0.24814513 ...  0.25080034 -0.16451517
  -0.19308825]]"
1_2614_u_8,"[[-0.02704722  0.18366717 -0.21970373 ...  0.24650621 -0.08296993
  -0.15521088]
 [ 0.03269464  0.18005784 -0.27487475 ...  0.22832946 -0.07969652
  -0.1950409 ]
 [ 0.09489267  0.14131619 -0.2584537  ...  0.17176464 -0.07080403
  -0.2441024 ]
 ...
 [ 0.10744369  0.17274453 -0.28057224 ...  0.17489988 -0.1478267
  -0.24337178]
 [ 0.0528503   0.16377328 -0.24842462 ...  0.2075986  -0.11678565
  -0.20075083]
 [ 0.01308279  0.22318527 -0.2483407  ...  0.25433564 -0.16980568
  -0.19057943]]"
1_2614_u_9,"[[-0.02700724  0.18444681 -0.21978816 ...  0.24606994 -0.0814826
  -0.15722619]
 [ 0.04148825  0.17249405 -0.27547246 ...  0.22072747 -0.07622218
  -0.20043427]
 [ 0.08981858  0.14303558 -0.25887376 ...  0.17779747 -0.06928095
  -0.24060506]
 ...
 [ 0.09429324  0.1753894  -0.2794044  ...  0.1866194  -0.14177592
  -0.22890548]
 [ 0.04422405  0.16675164 -0.251668   ...  0.21495411 -0.11770545
  -0.19906376]
 [ 0.00386     0.23184794 -0.2541964  ...  0.26326415 -0.16854046
  -0.18597262]]"
1_2616_u_1,"[[ 0.03043166  0.12251556 -0.13339469 ...  0.19370273  0.02112575
  -0.13348633]
 [ 0.01080387  0.09824936 -0.04754531 ...  0.18746254  0.0298516
  -0.04104118]
 [ 0.12062569  0.10387035 -0.21714875 ...  0.12360266  0.00944869
  -0.18512629]
 ...
 [ 0.03078035  0.15048428 -0.20679736 ...  0.215828   -0.02015838
  -0.16121145]
 [-0.01687055  0.2002102  -0.21161455 ...  0.27059293 -0.04906908
  -0.16395512]
 [-0.03044545  0.17837913 -0.17861465 ...  0.26011324 -0.04185646
  -0.139445  ]]"
1_2616_u_2,"[[ 2.83116139e-02  1.20610803e-01 -1.27881110e-01 ...  2.03916728e-01
   7.71396980e-03 -1.11102223e-01]
 [ 2.21313909e-02  9.11422372e-02 -3.72247696e-02 ...  1.67218834e-01
   3.29616219e-02 -2.01721862e-02]
 [ 8.56848508e-02  1.22345105e-01 -2.01124728e-01 ...  1.81352660e-01
  -2.16215849e-05 -1.74831674e-01]
 ...
 [ 3.30927894e-02  1.33004665e-01 -1.83518440e-01 ...  2.00855911e-01
  -5.99484891e-03 -1.48166239e-01]
 [-1.72810629e-02  1.94762498e-01 -2.02589869e-01 ...  2.74931222e-01
  -4.28643003e-02 -1.54570132e-01]
 [-2.16292329e-02  1.77938029e-01 -1.64298385e-01 ...  2.52955914e-01
  -1.39312074e-02 -1.46664619e-01]]"
1_2616_u_3,"[[-0.00274676 -0.01677312 -0.03519986 ...  0.1279516  -0.06751588
  -0.08097267]
 [ 0.07252242 -0.0116245  -0.04321601 ...  0.09474126 -0.08926193
  -0.11840525]
 [-0.07994054  0.11169867 -0.06321251 ...  0.22376171 -0.0147292
  -0.06926208]
 ...
 [-0.02311869  0.19423987 -0.21092957 ...  0.24928221 -0.05242898
  -0.14587305]
 [-0.03760539  0.20913981 -0.21918246 ...  0.26748568 -0.0799771
  -0.13279678]
 [ 0.010074    0.17031695 -0.23152474 ...  0.20770405 -0.06332514
  -0.16191386]]"
1_2664_u_1,"[[ 0.06613243  0.06391898 -0.14669886 ...  0.11249278 -0.01556786
  -0.12506238]
 [ 0.0990018   0.05344913 -0.10699302 ...  0.02772675  0.06239761
  -0.10681156]
 [ 0.01709761  0.11857545 -0.17037058 ...  0.19135424 -0.05853349
  -0.13220617]
 ...
 [ 0.09298371  0.05302159 -0.14667949 ...  0.09893823 -0.03672447
  -0.10913513]
 [ 0.00374202  0.144484   -0.17544949 ...  0.21470453 -0.04536917
  -0.12020107]
 [ 0.1023388  -0.00483655 -0.10918781 ...  0.05306837 -0.00900561
  -0.09661302]]"
1_2664_u_2,"[[-0.0757177   0.1867059  -0.11444113 ...  0.26032835 -0.03900767
  -0.08606143]
 [-0.07866266  0.14565034 -0.06885511 ...  0.24195266 -0.0287238
  -0.04049465]
 [-0.03417206  0.13827933 -0.08437149 ...  0.20573778  0.02920176
  -0.0884987 ]
 ...
 [ 0.10619877  0.03037313 -0.10178865 ...  0.03949363  0.04003704
  -0.14798044]
 [ 0.113939    0.08639117 -0.13866672 ...  0.05999008  0.00091998
  -0.19186136]
 [-0.05946532  0.15609427 -0.13870522 ...  0.24009386 -0.05897129
  -0.10682857]]"
1_2669_u_1,"[[ 0.13017844 -0.01430738 -0.15572059 ...  0.05720833 -0.08556491
  -0.15903775]
 [ 0.20093553 -0.2581426  -0.03465544 ... -0.01858447 -0.15271829
  -0.23006298]
 [ 0.13619661 -0.02190365 -0.15827009 ...  0.05937474 -0.06034658
  -0.15314162]
 ...
 [ 0.15211633 -0.0731795  -0.18925288 ...  0.06995213 -0.06155385
  -0.18032347]
 [ 0.03119205  0.06910722 -0.16718835 ...  0.13518973 -0.00529234
  -0.153526  ]
 [ 0.18194275 -0.16359513 -0.10769586 ...  0.02110433 -0.05778316
  -0.1964277 ]]"
1_2669_u_2,"[[ 0.15170711 -0.03489431 -0.15581316 ...  0.04252733 -0.10273322
  -0.18700008]
 [ 0.1878225  -0.19707064 -0.08148655 ... -0.00829286 -0.15050858
  -0.23080489]
 [ 0.19392091 -0.04456907 -0.14433536 ...  0.02783785 -0.09153874
  -0.21948022]
 ...
 [ 0.19808124 -0.05582057 -0.2312577  ...  0.08195016 -0.09095283
  -0.21656781]
 [ 0.04934088  0.06947787 -0.20836803 ...  0.13175331 -0.02043671
  -0.18966028]
 [ 0.14199969 -0.11979257 -0.15167952 ...  0.05305308 -0.04784006
  -0.18969323]]"
1_276_u_1,"[[ 0.09427838  0.14497425 -0.27275428 ...  0.16505075 -0.14760827
  -0.21939701]
 [ 0.0641004   0.1449651  -0.2617839  ...  0.18421574 -0.11252083
  -0.18496308]
 [ 0.07032086  0.11918832 -0.22082034 ...  0.1666493  -0.12282889
  -0.16209339]
 ...
 [ 0.09034085  0.132666   -0.23622587 ...  0.13218652 -0.16084546
  -0.17007473]
 [ 0.17570014  0.09206101 -0.21209753 ...  0.06880556 -0.19515847
  -0.24631627]
 [ 0.14958322  0.11349925 -0.2457245  ...  0.09521024 -0.14843918
  -0.2329644 ]]"
1_276_u_2,"[[ 0.14341258  0.1152432  -0.2574283  ...  0.1299081  -0.1382536
  -0.21127042]
 [ 0.084279    0.11721331 -0.2389321  ...  0.15996537 -0.0988587
  -0.16870546]
 [ 0.11694318  0.09501676 -0.22068295 ...  0.1273844  -0.12981334
  -0.17010796]
 ...
 [ 0.2054227   0.0430183  -0.17928845 ...  0.05478394 -0.1800785
  -0.27455157]
 [ 0.2634384   0.05399071 -0.10854636 ...  0.00241913 -0.26379228
  -0.38446105]
 [ 0.23077968  0.04752199 -0.1775997  ...  0.05373975 -0.21325701
  -0.3340213 ]]"
1_276_u_3,"[[ 0.20605135  0.06551975 -0.2386533  ...  0.09254943 -0.19989704
  -0.27597594]
 [ 0.18197945  0.06838754 -0.25279537 ...  0.10588074 -0.11088774
  -0.2191035 ]
 [ 0.1713551   0.06053097 -0.18758887 ...  0.07669011 -0.15153903
  -0.24081925]
 ...
 [ 0.1508618   0.08897647 -0.22519282 ...  0.07731877 -0.12146127
  -0.20074593]
 [ 0.22411259  0.06357049 -0.13635066 ...  0.02577643 -0.22183087
  -0.3264813 ]
 [ 0.30444092  0.03262701 -0.12273636 ...  0.0044571  -0.26481676
  -0.42581308]]"
1_276_u_4,"[[ 0.09958664  0.12641577 -0.25918967 ...  0.1494594  -0.15137152
  -0.20299594]
 [ 0.09425291  0.10307177 -0.22996062 ...  0.13471842 -0.10988852
  -0.18017109]
 [ 0.16224883  0.08225162 -0.22985172 ...  0.10520613 -0.14386433
  -0.20253575]
 ...
 [ 0.04184363  0.1511169  -0.23167282 ...  0.17372374 -0.13038316
  -0.1156252 ]
 [ 0.21887575  0.0524171  -0.1633951  ...  0.03336303 -0.2094863
  -0.29031885]
 [ 0.08912069  0.15716651 -0.27770048 ...  0.17095895 -0.14487277
  -0.20262235]]"
1_2778_u_1,"[[ 0.06003061  0.14430755 -0.15193543 ...  0.18944849  0.03741299
  -0.15876755]
 [ 0.07425352  0.1433783  -0.1760475  ...  0.17876554  0.02855848
  -0.18445532]
 [ 0.08381337  0.1195011  -0.18506262 ...  0.1651457  -0.02349178
  -0.15299001]
 ...
 [ 0.10135485  0.11711031 -0.09654722 ...  0.1556284   0.11693834
  -0.10405351]
 [-0.00168406  0.15697533 -0.1464904  ...  0.22713178  0.00889505
  -0.13701731]
 [ 0.10042773  0.0922882  -0.10280751 ...  0.11317036  0.11058618
  -0.11524009]]"
1_2778_u_2,"[[ 0.08950622  0.13173072 -0.127525   ...  0.15609951  0.05928304
  -0.15116732]
 [ 0.14631212  0.12861912 -0.191071   ...  0.1169028   0.05801654
  -0.21469623]
 [ 0.09219956  0.10663638 -0.18269843 ...  0.14516176 -0.01599684
  -0.15530628]
 ...
 [ 0.10769661  0.1138704  -0.09583157 ...  0.14694422  0.12949511
  -0.09569178]
 [ 0.00681116  0.15344119 -0.15375957 ...  0.22129439  0.00720222
  -0.14168933]
 [ 0.12705544  0.11218773 -0.10513387 ...  0.07785186  0.11859426
  -0.1145696 ]]"
1_2778_u_3,"[[ 0.01180958  0.15897073 -0.21259922 ...  0.1907806  -0.04296161
  -0.14364368]
 [-0.00894159  0.18064794 -0.19880173 ...  0.2248445  -0.03431671
  -0.13267908]
 [-0.00677719  0.15792023 -0.20158336 ...  0.21595435 -0.05298828
  -0.13144828]
 ...
 [-0.03481347  0.1766473  -0.19358948 ...  0.21751322 -0.06579165
  -0.14150348]
 [-0.04753476  0.17094988 -0.17148882 ...  0.22409704 -0.052563
  -0.1341821 ]
 [-0.04456935  0.16952433 -0.16545522 ...  0.23714271 -0.04450097
  -0.12148888]]"
1_2792_u_1,"[[-0.01117898  0.11212574 -0.06522843 ...  0.23569667 -0.1101345
   0.04766929]
 [-0.00325656  0.15625028 -0.15933874 ...  0.24697465 -0.09264603
  -0.08467484]
 [-0.0359817   0.13218056 -0.12076902 ...  0.23268989 -0.07545333
  -0.04990374]
 ...
 [ 0.01515093  0.12182249 -0.16029641 ...  0.19009605 -0.15386577
  -0.1062829 ]
 [ 0.0084149   0.04310948 -0.14535505 ...  0.10057369 -0.10891247
  -0.13379101]
 [-0.0308285   0.1508929  -0.20011926 ...  0.18917416 -0.12544224
  -0.09336179]]"
1_2797_u_1,"[[ 0.06500609  0.11290728 -0.13757348 ...  0.15830702 -0.00196606
  -0.09629987]
 [ 0.06098777  0.16212727 -0.19199052 ...  0.21491994 -0.05248505
  -0.1558537 ]
 [ 0.00435774  0.16681089 -0.15960813 ...  0.25522214 -0.08744219
  -0.09855096]
 ...
 [ 0.06512427  0.06433846 -0.10263545 ...  0.09801707  0.02520736
  -0.07992847]
 [ 0.08508901  0.06298749 -0.1020708  ...  0.06799479  0.01017661
  -0.04720263]
 [ 0.1695218  -0.02240624 -0.04730149 ... -0.01429429 -0.03525518
  -0.19132182]]"
1_2797_u_2,"[[ 0.06688922  0.11883633 -0.14039034 ...  0.15097572 -0.0033649
  -0.09855177]
 [ 0.05310607  0.1675631  -0.1919936  ...  0.22376801 -0.05639214
  -0.15364361]
 [ 0.00877809  0.16706914 -0.18965256 ...  0.24714336 -0.07472225
  -0.12605923]
 ...
 [ 0.12202437  0.02522149 -0.12326487 ...  0.02904742  0.06491113
  -0.1282679 ]
 [ 0.10900524  0.04417512 -0.08462214 ...  0.02246992  0.0839159
  -0.08805313]
 [ 0.24218784 -0.10662846 -0.00304958 ... -0.05393323 -0.09050192
  -0.23946382]]"
1_2819_u_1,"[[-0.05331196  0.20490675 -0.19795623 ...  0.27157837 -0.08606894
  -0.09850151]
 [-0.06169235  0.21234564 -0.2141144  ...  0.26464826 -0.09589301
  -0.11776388]
 [-0.06048174  0.22120605 -0.21626931 ...  0.28854275 -0.11039183
  -0.1183628 ]
 ...
 [ 0.00438273  0.21511099 -0.16339728 ...  0.23667938 -0.1933076
  -0.12494738]
 [-0.05431532  0.20933849 -0.19869488 ...  0.28488144 -0.09269087
  -0.11137529]
 [-0.03611525  0.22641937 -0.2403827  ...  0.27163285 -0.12435037
  -0.13904975]]"
1_2819_u_2,"[[ 4.0035143e-02  7.4769668e-02 -8.3620928e-02 ...  1.1944759e-01
   3.4177154e-02 -6.9805324e-02]
 [-2.0553917e-04  2.0574825e-01 -2.1033272e-01 ...  2.5468120e-01
  -8.7313935e-02 -1.4618611e-01]
 [ 7.8764819e-03  6.5242410e-02 -7.1682446e-02 ...  1.2541407e-01
   1.7238090e-02 -8.0756411e-02]
 ...
 [ 6.4554706e-02  1.5400504e-01 -7.0083752e-02 ...  1.8951690e-01
  -2.0718260e-01 -9.7602397e-02]
 [ 5.9838723e-02  1.7475192e-01 -9.2397816e-02 ...  1.8149900e-01
  -1.2801772e-01 -1.0580838e-01]
 [ 6.8724960e-02  1.3544451e-01 -8.9598984e-02 ...  1.6417149e-01
  -1.4963967e-01 -1.4643697e-01]]"
1_2830_u_1,"[[ 0.00210688  0.14039761 -0.19186747 ...  0.23797116 -0.06710929
  -0.12163289]
 [-0.01035536  0.16994692 -0.20533675 ...  0.24820057 -0.05468285
  -0.13959938]
 [-0.00714663  0.19123292 -0.2554725  ...  0.26181534 -0.09265342
  -0.17188573]
 ...
 [ 0.01962682  0.17159614 -0.25123253 ...  0.23580122 -0.0668254
  -0.17903166]
 [-0.00230341  0.18238182 -0.23816916 ...  0.24963179 -0.07279243
  -0.15795237]
 [ 0.01107297  0.16922711 -0.22862497 ...  0.23082563 -0.04873848
  -0.1684268 ]]"
1_2830_u_2,"[[ 0.17650685  0.09817842 -0.1912367  ...  0.06409833 -0.16787586
  -0.29277092]
 [ 0.05874404  0.1344682  -0.23566899 ...  0.18243903 -0.08858937
  -0.16610739]
 [ 0.12028553  0.1377679  -0.20021033 ...  0.09767167 -0.16355649
  -0.24608198]
 ...
 [ 0.01003331  0.17748928 -0.2401382  ...  0.24462228 -0.08615349
  -0.16981195]
 [ 0.01103606  0.17764543 -0.2341452  ...  0.23893985 -0.12092242
  -0.17764574]
 [ 0.04963457  0.13098785 -0.2215971  ...  0.1996216  -0.06331076
  -0.17173183]]"
1_2830_u_3,"[[-0.00130204  0.1602559  -0.21027687 ...  0.23975043 -0.07815424
  -0.13870761]
 [-0.01431968  0.17913155 -0.22029427 ...  0.2532531  -0.0727154
  -0.13765025]
 [ 0.04004647  0.13660246 -0.20979352 ...  0.18326944 -0.0940523
  -0.16926485]
 ...
 [-0.02321612  0.19427256 -0.22748551 ...  0.26870134 -0.0864868
  -0.14814404]
 [-0.03066802  0.19759037 -0.2266762  ...  0.27233857 -0.10182357
  -0.14719024]
 [-0.03104872  0.19835225 -0.2143083  ...  0.27935287 -0.07558437
  -0.14461806]]"
1_2837_u_1,"[[-0.03701303  0.19134384 -0.13708192 ...  0.24703681 -0.00441578
  -0.13342817]
 [-0.04541745  0.18808264 -0.14295834 ...  0.24826166 -0.03690164
  -0.11675112]
 [-0.04617583  0.20909613 -0.14869982 ...  0.26931804 -0.01732062
  -0.14537813]
 ...
 [-0.032682    0.1938144  -0.20791113 ...  0.2846324  -0.08320035
  -0.11726416]
 [-0.0185356   0.1878869  -0.18728313 ...  0.26674163 -0.06364025
  -0.14027017]
 [-0.02794695  0.18435909 -0.19613907 ...  0.27928296 -0.0756239
  -0.10609636]]"
1_2837_u_2,"[[-0.04120037  0.21018818 -0.17966878 ...  0.26746577 -0.05154115
  -0.15241913]
 [-0.03195136  0.19748874 -0.20095581 ...  0.25491968 -0.08068098
  -0.1321842 ]
 [-0.06007086  0.22540466 -0.18086547 ...  0.29241705 -0.06210837
  -0.1541384 ]
 ...
 [-0.04658223  0.18534574 -0.16114011 ...  0.27189517 -0.04925302
  -0.12443306]
 [-0.03730154  0.20620075 -0.1926778  ...  0.28312945 -0.08006573
  -0.1417971 ]
 [ 0.00872694  0.16525425 -0.18535644 ...  0.26211697 -0.113336
  -0.08360672]]"
1_2842_u_1,"[[-0.00165341  0.08053575 -0.10307927 ...  0.15423897 -0.06823307
  -0.10034144]
 [-0.01384836  0.09770696 -0.09907948 ...  0.18804827 -0.07225052
  -0.07265895]
 [-0.01980944  0.14711417 -0.15309075 ...  0.24467742 -0.09742458
  -0.09943118]
 ...
 [ 0.08840901  0.07774368 -0.18197209 ...  0.12191948 -0.04234584
  -0.15023048]
 [ 0.06389683  0.10833722 -0.19548586 ...  0.16285911 -0.05917217
  -0.15365785]
 [ 0.07553595  0.08716822 -0.1542429  ...  0.12729275 -0.09286827
  -0.16832799]]"
1_2842_u_2,"[[-0.01560067  0.13001923 -0.15044788 ...  0.21997452 -0.09987912
  -0.08761124]
 [ 0.0004326   0.09953332 -0.09354689 ...  0.2069313  -0.08463377
  -0.04866777]
 [-0.02366422  0.17577367 -0.18151051 ...  0.2732091  -0.12063905
  -0.10433912]
 ...
 [-0.00139883  0.13999982 -0.16331056 ...  0.22998065 -0.08322835
  -0.10843667]
 [ 0.01355186  0.12374654 -0.16752315 ...  0.20795165 -0.07342897
  -0.10855678]
 [ 0.00152361  0.11829358 -0.11550019 ...  0.22234334 -0.09616085
  -0.06877273]]"
1_2842_u_3,"[[ 0.00229232  0.1783423  -0.21178064 ...  0.24470595 -0.04925985
  -0.16253048]
 [-0.01971718  0.19517536 -0.21545711 ...  0.26479477 -0.06310128
  -0.15221405]
 [ 0.02912996  0.16365743 -0.23067439 ...  0.24547008 -0.05178864
  -0.1522371 ]
 ...
 [ 0.08897044  0.10938674 -0.22346282 ...  0.14682177 -0.02538523
  -0.17711484]
 [ 0.06003002  0.1346539  -0.2305049  ...  0.19349808 -0.04488124
  -0.17465103]
 [ 0.01413899  0.16266298 -0.21140468 ...  0.22031829 -0.04541995
  -0.14104186]]"
1_2853_u_1,"[[-0.00947597  0.21448836 -0.21714795 ...  0.27888545 -0.12425074
  -0.14356251]
 [ 0.00057499  0.17795193 -0.20728067 ...  0.26162615 -0.11566348
  -0.12730029]
 [-0.01422531  0.20795569 -0.23850232 ...  0.28079307 -0.11642167
  -0.12396012]
 ...
 [ 0.15365443  0.07692988 -0.24914789 ...  0.11482133 -0.12706378
  -0.20068815]
 [ 0.13764872  0.10030918 -0.24480093 ...  0.11646691 -0.10264449
  -0.19888689]
 [ 0.04878989  0.15111074 -0.2475102  ...  0.16546264 -0.07592689
  -0.17500564]]"
1_2853_u_2,"[[-0.00698741  0.21207003 -0.20756769 ...  0.27555802 -0.12032151
  -0.13842481]
 [-0.00275172  0.1782458  -0.20229182 ...  0.26108152 -0.11173448
  -0.12313914]
 [-0.01588559  0.20990835 -0.235223   ...  0.28376803 -0.119381
  -0.11731888]
 ...
 [ 0.14622092  0.07833196 -0.24589756 ...  0.11308235 -0.1270349
  -0.19518244]
 [ 0.13939032  0.09860954 -0.24119586 ...  0.11458857 -0.10927323
  -0.19364135]
 [ 0.03669716  0.15837269 -0.24476236 ...  0.17598768 -0.07399665
  -0.16500407]]"
1_2853_u_3,"[[ 0.00289508  0.20598051 -0.21661991 ...  0.2647217  -0.12393495
  -0.14146982]
 [ 0.00332054  0.17828357 -0.20767856 ...  0.26003048 -0.11988476
  -0.12538029]
 [-0.00294557  0.20019582 -0.24123782 ...  0.2717876  -0.11835167
  -0.12009126]
 ...
 [ 0.1669392   0.06265311 -0.24394378 ...  0.10501327 -0.13245673
  -0.21014193]
 [ 0.14587994  0.08849742 -0.23837459 ...  0.10472448 -0.108437
  -0.19081697]
 [ 0.04505413  0.15249793 -0.23910087 ...  0.16666833 -0.0608268
  -0.16389656]]"
1_2853_u_4,"[[ 0.00187644  0.20323367 -0.22227496 ...  0.26673156 -0.11802983
  -0.14625981]
 [-0.00138737  0.17809695 -0.2138792  ...  0.26117504 -0.11534593
  -0.1269646 ]
 [-0.00830591  0.20214769 -0.23615232 ...  0.2750018  -0.11853954
  -0.11767424]
 ...
 [ 0.16982336  0.05882415 -0.243285   ...  0.10128345 -0.13218886
  -0.2184431 ]
 [ 0.14679004  0.08730938 -0.23567972 ...  0.10098387 -0.10109574
  -0.19076854]
 [ 0.03695739  0.16261984 -0.23991457 ...  0.18124372 -0.053823
  -0.16438618]]"
1_2853_u_5,"[[-0.00213935  0.20466568 -0.21959329 ...  0.26952007 -0.11859725
  -0.14260867]
 [-0.0088703   0.18361436 -0.21294838 ...  0.26744846 -0.11870442
  -0.12533401]
 [-0.01244483  0.20221555 -0.23236719 ...  0.27589944 -0.11722524
  -0.11039451]
 ...
 [ 0.15586232  0.06309478 -0.23932937 ...  0.10061155 -0.12341604
  -0.20403226]
 [ 0.14079364  0.08863409 -0.23156041 ...  0.09989414 -0.09751688
  -0.19001178]
 [ 0.03183017  0.16595237 -0.23757729 ...  0.18300492 -0.05610142
  -0.16054626]]"
1_2853_u_6,"[[-0.00144792  0.16341688 -0.21449265 ...  0.2005327  -0.06541955
  -0.13969293]
 [-0.01466113  0.1781683  -0.2227014  ...  0.2387693  -0.09431355
  -0.13964553]
 [-0.0140437   0.1745787  -0.21679106 ...  0.21472257 -0.0697435
  -0.13548069]
 ...
 [-0.05417836  0.19919579 -0.19418788 ...  0.28331962 -0.07143676
  -0.10438505]
 [-0.04734314  0.20728596 -0.21406221 ...  0.27550498 -0.09008566
  -0.11052667]
 [-0.04057753  0.2064014  -0.22012922 ...  0.26395413 -0.08545613
  -0.12435634]]"
1_3064_u_1,"[[ 0.037253    0.12562704 -0.06058406 ...  0.12972438 -0.05275722
  -0.05270234]
 [ 0.10396849  0.13529475 -0.02464325 ...  0.16673721  0.08410911
  -0.0093405 ]
 [ 0.05781094  0.06163713  0.11804161 ...  0.07650307  0.01136766
   0.09592526]
 ...
 [ 0.02804302  0.15431492 -0.06326044 ...  0.17596972 -0.03848035
  -0.04758154]
 [ 0.02414878  0.19664995 -0.12913233 ...  0.20300786 -0.08094071
  -0.11101312]
 [ 0.03894808  0.16360599 -0.09717975 ...  0.18828195 -0.00714197
  -0.10507371]]"
1_3064_u_2,"[[ 0.06097985  0.070427    0.12710598 ...  0.12329337  0.05949169
   0.12221716]
 [ 0.09206206  0.10422646  0.06085139 ...  0.19186173  0.07101607
   0.10142395]
 [ 0.06587075  0.05055248  0.08576591 ...  0.0969678   0.01679019
   0.08778168]
 ...
 [-0.01695789  0.18533349 -0.13792813 ...  0.23700851 -0.00893391
  -0.11494553]
 [-0.0245699   0.22285317 -0.2115502  ...  0.26597542 -0.07595509
  -0.13051191]
 [-0.02205403  0.18574966 -0.15528479 ...  0.22968507 -0.0490609
  -0.12166012]]"
1_3069_u_1,"[[ 0.19819805  0.17068334  0.0851834  ...  0.00361598 -0.13434955
  -0.22333834]
 [ 0.12550162  0.05078137  0.11782029 ... -0.06538957 -0.06895368
  -0.18658602]
 [ 0.24529622  0.18439868  0.04994962 ...  0.1731566   0.10748792
   0.01375116]
 ...
 [ 0.02578847  0.14886309 -0.06114438 ...  0.1810694  -0.02902637
  -0.07131696]
 [ 0.06062607  0.13889122  0.03246889 ...  0.1392949  -0.05660226
   0.01415755]
 [ 0.0171359   0.12988037 -0.05837519 ...  0.18778636 -0.03531381
  -0.05430104]]"
1_3069_u_2,"[[ 0.1841724   0.17217167  0.069927   ...  0.02790817 -0.20245238
  -0.24518804]
 [ 0.11851776  0.05628672  0.12099811 ... -0.06406121 -0.08170815
  -0.17900613]
 [ 0.2409588   0.18141654  0.02111522 ...  0.16379397  0.09732251
  -0.0091225 ]
 ...
 [ 0.0264421   0.14112332 -0.03750739 ...  0.18608814 -0.06102857
  -0.03819766]
 [ 0.06886283  0.14305364  0.03367246 ...  0.13459039 -0.09424298
   0.02337848]
 [ 0.0062512   0.14118966 -0.07827698 ...  0.19773255 -0.03085489
  -0.08034527]]"
1_3125_u_1,"[[-0.03501679  0.22841226 -0.25221193 ...  0.28584528 -0.10039049
  -0.16518372]
 [-0.03948115  0.22038753 -0.2188713  ...  0.28333616 -0.10357715
  -0.15898332]
 [ 0.0152442   0.21950854 -0.29473126 ...  0.26768538 -0.1383456
  -0.20485257]
 ...
 [ 0.01477011  0.19851433 -0.21368644 ...  0.28424978 -0.12447532
  -0.13382512]
 [ 0.02272268  0.20915575 -0.25174224 ...  0.2863248  -0.12817907
  -0.15755828]
 [-0.02622453  0.21762112 -0.22654787 ...  0.30361167 -0.10485439
  -0.12595516]]"
1_3125_u_2,"[[-0.03889957  0.22357808 -0.2315081  ...  0.28551447 -0.08400224
  -0.14497215]
 [-0.04410851  0.2133116  -0.19053882 ...  0.27611735 -0.07061402
  -0.12973818]
 [ 0.00649655  0.20567532 -0.254857   ...  0.25247443 -0.09147304
  -0.18774772]
 ...
 [-0.02783139  0.20697688 -0.20672095 ...  0.3012982  -0.10333955
  -0.11974931]
 [-0.01673055  0.2292974  -0.23890987 ...  0.31788087 -0.14507778
  -0.14234844]
 [-0.02395589  0.21669622 -0.23362046 ...  0.3020018  -0.11765307
  -0.1115149 ]]"
