ImageName,Embedding
1_11889_u_1,"[[ 0.05995856  0.04668295 -0.13299328 ...  0.11793751 -0.04186787
  -0.09884042]
 [-0.01092644  0.0480461  -0.06839693 ...  0.1445328  -0.01536327
  -0.03840353]
 [ 0.08886337 -0.09293355  0.12222595 ...  0.21219267 -0.07832921
   0.12245111]
 ...
 [ 0.03630441  0.08604243 -0.01748046 ...  0.20168364 -0.13552287
  -0.06012905]
 [ 0.00300604  0.08242913 -0.0326905  ...  0.22617114 -0.1191535
  -0.00462531]
 [ 0.00034383  0.04471451  0.02564492 ...  0.19515291 -0.06205832
   0.03769143]]"
1_1189_u_1,"[[ 0.10366058  0.11847927 -0.18011428 ...  0.14113258  0.00879642
  -0.19878758]
 [ 0.06504618  0.15006912 -0.19485746 ...  0.18936583 -0.01405167
  -0.19145894]
 [ 0.00030723  0.19017325 -0.19766754 ...  0.23441947 -0.04952841
  -0.16892934]
 ...
 [-0.0072003   0.1668537  -0.22331963 ...  0.2331258  -0.10710169
  -0.15868701]
 [-0.00054693  0.18911017 -0.25202918 ...  0.24278392 -0.11111783
  -0.18916443]
 [ 0.08571345  0.14067878 -0.22352397 ...  0.16747427 -0.1477734
  -0.2303392 ]]"
1_1189_u_2,"[[ 0.17571421  0.07457055 -0.2514352  ...  0.10388881 -0.13868096
  -0.23392077]
 [ 0.25482404  0.05479882 -0.17515701 ...  0.04441471 -0.18489783
  -0.34651348]
 [ 0.2627961   0.03612843 -0.11501886 ...  0.01468943 -0.2745181
  -0.40858856]
 ...
 [ 0.23458138  0.09634268 -0.19968787 ...  0.05837189 -0.21539588
  -0.36585996]
 [ 0.11695383  0.14176203 -0.17173207 ...  0.10065579 -0.14322834
  -0.25799742]
 [ 0.13401203  0.13823636 -0.23859242 ...  0.11595466 -0.11323464
  -0.24184008]]"
1_11901_u_1,"[[-0.03777367  0.17240417 -0.18542925 ...  0.24236685 -0.0726233
  -0.09506866]
 [-0.04936001  0.17497501 -0.1591897  ...  0.2474381  -0.06382492
  -0.09535281]
 [-0.04319293  0.19004968 -0.17842764 ...  0.2820244  -0.06576569
  -0.09073409]
 ...
 [ 0.06887561  0.10802533 -0.20203146 ...  0.15775676 -0.06713609
  -0.12299658]
 [-0.00656439  0.14964078 -0.19324389 ...  0.23475116 -0.06304784
  -0.12201642]
 [ 0.00130323  0.17243512 -0.21079406 ...  0.23950288 -0.0617854
  -0.12008816]]"
1_11901_u_2,"[[ 0.00489076  0.15596707 -0.17298475 ...  0.23725188 -0.0280201
  -0.12577285]
 [-0.02363658  0.18368793 -0.18833098 ...  0.26542783 -0.05903322
  -0.12204529]
 [ 0.05596333  0.13243414 -0.17539671 ...  0.20928523  0.00512088
  -0.14164591]
 ...
 [ 0.1723025   0.09534758 -0.2096757  ...  0.03520177  0.04787242
  -0.23403345]
 [ 0.09301835  0.10045771 -0.21969202 ...  0.14757922 -0.02897764
  -0.18154638]
 [ 0.01916782  0.17435382 -0.21818593 ...  0.22893555 -0.03875393
  -0.16290826]]"
1_11901_u_3,"[[-0.01436789  0.16997541 -0.21664873 ...  0.24029374 -0.08986595
  -0.11124799]
 [-0.04208117  0.18632281 -0.18560457 ...  0.2622555  -0.08275296
  -0.11050576]
 [-0.02249106  0.16420591 -0.15713897 ...  0.27663967 -0.07676795
  -0.06828167]
 ...
 [ 0.21144952  0.07466812 -0.13565952 ... -0.00146851 -0.09893265
  -0.30850804]
 [ 0.07703504  0.05238714 -0.15534142 ...  0.11251646 -0.01393173
  -0.14193287]
 [ 0.02384848  0.16080916 -0.22938249 ...  0.20243625 -0.05701721
  -0.15109755]]"
1_11901_u_4,"[[ 0.01309268  0.15699525 -0.21602559 ...  0.22949135 -0.05179102
  -0.1469773 ]
 [-0.0121473   0.1764363  -0.20689797 ...  0.24184182 -0.05330281
  -0.14593744]
 [ 0.01736623  0.16826546 -0.24595442 ...  0.24394614 -0.06068041
  -0.15343137]
 ...
 [ 0.18844232  0.07631029 -0.2666837  ...  0.08460623  0.00274142
  -0.24322072]
 [ 0.10743363  0.10318297 -0.2334589  ...  0.149314    0.01247868
  -0.1973602 ]
 [ 0.04285375  0.16778867 -0.25092068 ...  0.21994685 -0.03719867
  -0.18140125]]"
1_11901_u_5,"[[-0.01686416  0.18570283 -0.22169521 ...  0.2621466  -0.0700043
  -0.14932159]
 [-0.0375491   0.19188404 -0.2011922  ...  0.26687616 -0.07279474
  -0.13776132]
 [-0.01655741  0.1965553  -0.23084283 ...  0.27636078 -0.07330331
  -0.13895258]
 ...
 [ 0.04560356  0.16909009 -0.2575784  ...  0.21818568 -0.05198165
  -0.17878368]
 [ 0.01776818  0.18037874 -0.23741335 ...  0.24678078 -0.04289711
  -0.16605362]
 [ 0.02518702  0.1845612  -0.25258908 ...  0.24674937 -0.05195399
  -0.17456216]]"
1_11901_u_6,"[[-0.02625841  0.16296652 -0.18972966 ...  0.23662111 -0.0667987
  -0.10860078]
 [-0.03601849  0.1634548  -0.15767473 ...  0.24178839 -0.05496512
  -0.1002206 ]
 [-0.02962804  0.16449943 -0.17031178 ...  0.2572286  -0.05222354
  -0.09239164]
 ...
 [ 0.06675427  0.13206537 -0.23636892 ...  0.17280693 -0.02840995
  -0.1795276 ]
 [ 0.00634289  0.17091343 -0.23294368 ...  0.23436376 -0.05163253
  -0.15678391]
 [ 0.05905207  0.15968783 -0.26774558 ...  0.20239422 -0.0563946
  -0.19676344]]"
1_11901_u_7,"[[-0.0302378   0.15793806 -0.1786778  ...  0.22841592 -0.05184215
  -0.12051933]
 [ 0.00331156  0.15567887 -0.19721118 ...  0.21961448 -0.04023161
  -0.14860722]
 [-0.03531102  0.1794718  -0.1778605  ...  0.26203182 -0.05002171
  -0.12897263]
 ...
 [ 0.00051982  0.17379549 -0.20472488 ...  0.21472757 -0.04452783
  -0.13330638]
 [-0.03374222  0.17405264 -0.17464527 ...  0.24386013 -0.05055695
  -0.10201531]
 [ 0.00320284  0.17518179 -0.2221601  ...  0.21651386 -0.05174561
  -0.15566105]]"
1_11901_u_8,"[[-0.01151135  0.16523655 -0.20149496 ...  0.23371968 -0.06613547
  -0.11619373]
 [-0.00637151  0.17601442 -0.20514476 ...  0.2408838  -0.06330858
  -0.13484806]
 [-0.00903296  0.16349998 -0.17710888 ...  0.24206069 -0.04210483
  -0.12267704]
 ...
 [ 0.01638185  0.1599113  -0.20968053 ...  0.21465783 -0.04443156
  -0.14556101]
 [ 0.01566706  0.14907897 -0.20270804 ...  0.21227732 -0.03168121
  -0.14673889]
 [-0.00243163  0.17820652 -0.23127466 ...  0.24195835 -0.06441295
  -0.15095483]]"
1_11913_u_1,"[[ 0.03438993  0.12660837 -0.20071545 ...  0.17729707 -0.0780324
  -0.1777416 ]
 [ 0.11831835  0.10071969 -0.21857873 ...  0.11721122 -0.10187691
  -0.22184801]
 [ 0.11321644  0.09708269 -0.17130566 ...  0.0706141  -0.02154162
  -0.20790964]
 ...
 [ 0.16144179  0.14412203 -0.13519451 ...  0.09996811 -0.00767293
  -0.22106814]
 [ 0.29295093  0.19442505 -0.03451392 ...  0.10554902  0.08670288
  -0.13570431]
 [ 0.17319205  0.07313849 -0.20518202 ...  0.0364453  -0.11936942
  -0.29522374]]"
1_11913_u_2,"[[-0.00464219  0.18116865 -0.23597461 ...  0.22501144 -0.09567122
  -0.15772665]
 [ 0.01151884  0.14712861 -0.19931251 ...  0.22546391 -0.07263193
  -0.13093823]
 [ 0.06150186  0.13529848 -0.20724273 ...  0.16289261 -0.09941323
  -0.18698168]
 ...
 [ 0.14458603  0.17097999 -0.10009675 ...  0.11570546  0.015347
  -0.16242377]
 [ 0.19613698  0.15902096 -0.14901292 ...  0.0699441   0.02619086
  -0.23485366]
 [ 0.04028428  0.13642426 -0.15118915 ...  0.16922542 -0.01006888
  -0.17051595]]"
1_11924_u_1,"[[ 0.04266059  0.10377301 -0.09916049 ...  0.16166057  0.06851333
  -0.12106017]
 [ 0.04899185  0.13726331 -0.16815248 ...  0.17643747  0.00224063
  -0.17914295]
 [ 0.03401902  0.12587096 -0.17845249 ...  0.17971292 -0.00248347
  -0.15433288]
 ...
 [-0.03995566  0.12815425 -0.09136861 ...  0.23535743 -0.03319905
  -0.05262519]
 [-0.02620708  0.13869935 -0.12529749 ...  0.22132261 -0.02910635
  -0.09717682]
 [-0.0264004   0.1300821  -0.11600716 ...  0.2024052  -0.01016696
  -0.09929895]]"
1_11924_u_2,"[[ 0.05910419  0.14221296 -0.11372513 ...  0.19783853  0.07385471
  -0.13368689]
 [ 0.00228151  0.19139425 -0.1767284  ...  0.23280188 -0.01728931
  -0.17015915]
 [-0.03213795  0.19385028 -0.1882309  ...  0.24450979 -0.05301263
  -0.13660353]
 ...
 [-0.02990708  0.22167042 -0.22776988 ...  0.28686824 -0.09723459
  -0.14600429]
 [-0.01956906  0.2137608  -0.25189003 ...  0.27320063 -0.11677435
  -0.1590528 ]
 [-0.04292053  0.19397987 -0.182957   ...  0.25913572 -0.0689231
  -0.1325868 ]]"
1_11924_u_3,"[[-0.00273554  0.16090791 -0.08114924 ...  0.23225975  0.00630478
  -0.09040938]
 [ 0.01193192  0.18363586 -0.14761212 ...  0.23626441  0.00983191
  -0.15334912]
 [ 0.01268816  0.11898555  0.02497955 ...  0.21568225  0.00708497
   0.04168695]
 ...
 [-0.07250006  0.2113519  -0.14154416 ...  0.2730996  -0.07005948
  -0.0736338 ]
 [-0.04826191  0.19820492 -0.14398736 ...  0.24944839 -0.03770308
  -0.12555116]
 [-0.03568828  0.1575713  -0.08271687 ...  0.23571488  0.02747972
  -0.08621589]]"
1_11928_u_1,"[[-0.00123876  0.13025682 -0.14614877 ...  0.22468957 -0.05587209
  -0.10277978]
 [ 0.02402248  0.14179042 -0.2099528  ...  0.20634645 -0.04676016
  -0.15277274]
 [-0.03350114  0.12224263 -0.13320696 ...  0.2057035  -0.04374381
  -0.08740943]
 ...
 [-0.0396453   0.14738633 -0.17052174 ...  0.21087612 -0.0632828
  -0.13831028]
 [-0.01325592  0.14934786 -0.18361902 ...  0.21354325 -0.0515586
  -0.12578928]
 [ 0.00523126  0.16570023 -0.22436836 ...  0.23011036 -0.07338113
  -0.15785879]]"
1_11928_u_2,"[[-0.05693756  0.15290804 -0.14859927 ...  0.2500167  -0.06697024
  -0.08892749]
 [-0.00780606  0.09598652 -0.15024343 ...  0.18327214 -0.05492384
  -0.10768179]
 [-0.07327396  0.15134107 -0.09901166 ...  0.26044837 -0.07647938
  -0.05137324]
 ...
 [-0.04031261  0.160085   -0.16774935 ...  0.23174563 -0.06826952
  -0.11951667]
 [-0.05207632  0.19909862 -0.18823585 ...  0.27419424 -0.0797331
  -0.11999539]
 [-0.07958326  0.19338886 -0.15678608 ...  0.26846313 -0.07873954
  -0.09786882]]"
1_12002_u_1,"[[-0.0018153   0.17944403 -0.2093538  ...  0.23273918 -0.06108871
  -0.13921723]
 [ 0.00717689  0.1387357  -0.12290978 ...  0.20904173 -0.02504026
  -0.0966837 ]
 [-0.01719414  0.20495673 -0.2250042  ...  0.24890012 -0.08490585
  -0.13919264]
 ...
 [-0.02657482  0.20410153 -0.21314186 ...  0.2793701  -0.06452562
  -0.12943836]
 [-0.04727594  0.20727178 -0.20224959 ...  0.27712902 -0.06978157
  -0.12397777]
 [ 0.01117498  0.164432   -0.18659145 ...  0.22937062 -0.03574257
  -0.12583718]]"
1_12002_u_2,"[[-0.00112746  0.16993795 -0.2486181  ...  0.2276522  -0.10313834
  -0.14946371]
 [ 0.00230373  0.18879424 -0.2585502  ...  0.2516523  -0.09874451
  -0.16144027]
 [-0.043316    0.21650648 -0.22088766 ...  0.2834258  -0.0831155
  -0.1339832 ]
 ...
 [ 0.02624018  0.18368295 -0.2560578  ...  0.21928729 -0.0550219
  -0.18125246]
 [-0.01580593  0.20042123 -0.24037135 ...  0.25154224 -0.07101686
  -0.1617629 ]
 [ 0.08181643  0.15524949 -0.26982203 ...  0.17952465 -0.05332256
  -0.2160342 ]]"
1_12083_u_1,"[[ 0.05596513  0.13017002 -0.05003873 ...  0.12222216 -0.07595193
  -0.0464799 ]
 [ 0.0059583   0.22924452 -0.21464834 ...  0.2820735  -0.16372705
  -0.11780776]
 [ 0.09010559  0.1167969   0.06828425 ...  0.06815776 -0.16075966
   0.01166502]
 ...
 [-0.0005862   0.2014944  -0.18845174 ...  0.23525512 -0.06977244
  -0.14833969]
 [ 0.00682751  0.1671134  -0.17401046 ...  0.20847522 -0.04280102
  -0.15000045]
 [ 0.01628418  0.16434786 -0.14909318 ...  0.21348488 -0.01955055
  -0.15009391]]"
1_12202_u_1,"[[-0.00710461  0.20128214 -0.23856255 ...  0.2747926  -0.07493828
  -0.1442787 ]
 [-0.01016108  0.19882177 -0.2219291  ...  0.2752413  -0.04939603
  -0.1474649 ]
 [ 0.05117293  0.16919695 -0.2500517  ...  0.24795642 -0.0621154
  -0.16126248]
 ...
 [ 0.00419421  0.15965381 -0.18861538 ...  0.24706033 -0.05029108
  -0.10136935]
 [-0.01112588  0.1496617  -0.1523669  ...  0.24517024 -0.05189064
  -0.066576  ]
 [-0.01681986  0.14913963 -0.1500397  ...  0.24040353 -0.04187502
  -0.07144499]]"
1_12202_u_2,"[[-0.03400506  0.18179813 -0.20883462 ...  0.27571958 -0.09636749
  -0.1234635 ]
 [-0.02734019  0.19272478 -0.22029328 ...  0.2826446  -0.08533005
  -0.14054763]
 [-0.01424915  0.18406075 -0.21738234 ...  0.2724591  -0.08563901
  -0.13700044]
 ...
 [-0.00742449  0.18491358 -0.23428118 ...  0.25527847 -0.07093644
  -0.14623599]
 [-0.00546934  0.16215423 -0.21336508 ...  0.23272577 -0.05954181
  -0.15165469]
 [-0.00754124  0.1583863  -0.20334959 ...  0.22845827 -0.05610016
  -0.14425394]]"
1_12202_u_3,"[[ 0.02482204  0.14860348 -0.16574746 ...  0.22167253 -0.03083094
  -0.12893483]
 [ 0.01107815  0.14158814 -0.13802749 ...  0.22736423 -0.04698777
  -0.09720983]
 [ 0.04432949  0.1228818  -0.11225696 ...  0.18386449 -0.02283984
  -0.09781262]
 ...
 [ 0.00420495  0.16922177 -0.12444922 ...  0.23005354 -0.01553577
  -0.12708734]
 [ 0.01937755  0.14219402 -0.07960234 ...  0.20971525 -0.00196567
  -0.09258837]
 [-0.01727147  0.17143904 -0.15382916 ...  0.2455205  -0.03709656
  -0.12263323]]"
1_12275_u_1,"[[ 0.02644981  0.19423677 -0.2145699  ...  0.23000337 -0.06704828
  -0.1868726 ]
 [ 0.03149557  0.1809538  -0.20718402 ...  0.21798977 -0.08945979
  -0.18906328]
 [ 0.01797409  0.17519067 -0.19261527 ...  0.21449614 -0.06184366
  -0.17868543]
 ...
 [ 0.04056138  0.14605844 -0.2254008  ...  0.2188831  -0.05584669
  -0.17242219]
 [ 0.00983863  0.1495738  -0.2243647  ...  0.23028588 -0.05519091
  -0.1566794 ]
 [ 0.00176195  0.16687515 -0.20935035 ...  0.23997074 -0.04527465
  -0.16861852]]"
1_12275_u_2,"[[ 0.00567871  0.19381471 -0.22735381 ...  0.25899902 -0.07517534
  -0.15902135]
 [ 0.00316696  0.18101308 -0.23026937 ...  0.23905799 -0.0681016
  -0.15974683]
 [ 0.01078308  0.18605563 -0.23564684 ...  0.25667796 -0.07256895
  -0.15072349]
 ...
 [ 0.00908959  0.17191619 -0.21373126 ...  0.23767939 -0.05011017
  -0.15559971]
 [-0.01624715  0.18270762 -0.1941267  ...  0.2492229  -0.05405875
  -0.13638377]
 [ 0.07837026  0.11053963 -0.19748613 ...  0.15301536 -0.00717821
  -0.16782641]]"
1_12275_u_3,"[[ 0.0331442   0.18284386 -0.23947671 ...  0.23132378 -0.07056978
  -0.18174547]
 [ 0.01833619  0.1603818  -0.20729887 ...  0.21919507 -0.05280184
  -0.16289808]
 [-0.01863876  0.20739958 -0.22083774 ...  0.27930376 -0.08310674
  -0.13346343]
 ...
 [ 0.01917456  0.19537118 -0.20763433 ...  0.23813355 -0.06871995
  -0.16909534]
 [-0.01635437  0.20872517 -0.2076681  ...  0.25927842 -0.07237028
  -0.14871664]
 [ 0.0066175   0.19395044 -0.20251098 ...  0.24323112 -0.04966613
  -0.16126734]]"
1_12320_u_1,"[[ 8.10855031e-02 -2.64855102e-02  8.14332739e-02 ...  1.08949035e-01
  -6.74725920e-02  2.93497387e-02]
 [ 7.99437165e-02 -4.54005562e-02  9.27631482e-02 ...  1.05286881e-01
  -4.72965278e-02  3.51069570e-02]
 [ 4.72703874e-02  4.60807942e-02  2.73090601e-03 ...  1.65914670e-01
  -1.05164349e-01 -4.87232879e-02]
 ...
 [ 9.12464112e-02 -1.41900517e-02  7.82799348e-02 ...  1.07272997e-01
  -5.96044548e-02 -8.12765211e-05]
 [ 8.21121633e-02 -1.51357185e-02  5.31782582e-02 ...  1.03998691e-01
  -8.31544995e-02 -6.06307127e-02]
 [ 8.38716328e-02 -2.83380300e-02  9.48870555e-02 ...  9.51876938e-02
  -4.36749645e-02  3.67363431e-02]]"
1_12320_u_2,"[[ 0.05771372 -0.03600331  0.09145214 ...  0.08035582 -0.00637912
   0.08551662]
 [ 0.05836101 -0.03875294  0.08834075 ...  0.08619924  0.00393812
   0.0874926 ]
 [ 0.06724099 -0.04584719  0.09864387 ...  0.06877424 -0.01936807
   0.08312967]
 ...
 [ 0.06901446 -0.03815145  0.08619006 ...  0.09302944 -0.00447311
   0.07652864]
 [ 0.06853863 -0.03551464  0.09192576 ...  0.09088442 -0.0072828
   0.08174778]
 [ 0.06928079 -0.04490616  0.09001403 ...  0.08927159 -0.00535329
   0.08253881]]"
1_12320_u_3,"[[ 0.06155696 -0.03876468  0.09467338 ...  0.07385899 -0.00845329
   0.08559762]
 [ 0.05890565 -0.0385337   0.0921291  ...  0.08200055  0.00281642
   0.09470466]
 [ 0.06788207 -0.04642104  0.09205224 ...  0.0719284  -0.02195068
   0.0740789 ]
 ...
 [ 0.07008225 -0.03687331  0.09015577 ...  0.09359948 -0.00588777
   0.0828226 ]
 [ 0.07103986 -0.04118334  0.09391008 ...  0.0951879  -0.01260613
   0.08667371]
 [ 0.06758752 -0.04191165  0.09176486 ...  0.0885423  -0.00186458
   0.09033265]]"
1_12331_u_1,"[[ 0.00760008  0.15363382 -0.1859549  ...  0.22307011 -0.03130768
  -0.12885636]
 [-0.00891032  0.16951196 -0.19226515 ...  0.24748775 -0.05406589
  -0.13295421]
 [-0.02349455  0.1691825  -0.17712182 ...  0.23813099 -0.06150341
  -0.1204212 ]
 ...
 [-0.00842277  0.16509023 -0.17096826 ...  0.22238848 -0.06513999
  -0.10987456]
 [-0.0214016   0.18625146 -0.19515452 ...  0.23437509 -0.07651453
  -0.11777537]
 [ 0.00406982  0.1759096  -0.20776999 ...  0.23089868 -0.0531085
  -0.15330723]]"
1_12331_u_2,"[[-0.00163073  0.16692981 -0.19554389 ...  0.23568189 -0.03944945
  -0.12908521]
 [-0.01573523  0.17708865 -0.20095313 ...  0.25457358 -0.05707772
  -0.13087334]
 [-0.02273922  0.16583684 -0.1819832  ...  0.23389143 -0.05895056
  -0.11703774]
 ...
 [-0.01296976  0.18718368 -0.18843755 ...  0.23805645 -0.07067645
  -0.12676837]
 [-0.01307619  0.1889087  -0.20170036 ...  0.2373366  -0.07165755
  -0.12978648]
 [-0.00197466  0.1898933  -0.21493644 ...  0.24805108 -0.06977247
  -0.15152311]]"
1_1262_u_1,"[[ 0.07268982  0.14260828 -0.24965504 ...  0.17932712 -0.07829036
  -0.20419778]
 [ 0.04557817  0.1555931  -0.23221496 ...  0.21011545 -0.06305544
  -0.18118693]
 [ 0.02657876  0.1297443  -0.19636959 ...  0.19392274 -0.04777263
  -0.15482232]
 ...
 [ 0.12741633  0.12496668 -0.24324566 ...  0.13849457 -0.0249206
  -0.2113706 ]
 [ 0.06527065  0.1403249  -0.23290542 ...  0.19117275 -0.05038429
  -0.17338908]
 [ 0.10906385  0.14845811 -0.22960418 ...  0.11773272 -0.0883372
  -0.18805851]]"
1_1262_u_2,"[[ 0.00708167  0.17802429 -0.2497941  ...  0.21631557 -0.08557591
  -0.18518369]
 [-0.02659034  0.19791737 -0.22344193 ...  0.26339126 -0.07758652
  -0.1498724 ]
 [ 0.00981162  0.1264976  -0.17719212 ...  0.19345315 -0.04143181
  -0.15300292]
 ...
 [ 0.10162993  0.14746536 -0.25785956 ...  0.15899707 -0.09020354
  -0.22345397]
 [ 0.12152416  0.14074862 -0.2471998  ...  0.12452371 -0.13423209
  -0.25112364]
 [ 0.0651934   0.16398324 -0.25212097 ...  0.19609843 -0.11850867
  -0.18120585]]"
1_1296_u_1,"[[ 0.0672804   0.10480642 -0.15940914 ...  0.16243187 -0.03695466
  -0.10302482]
 [ 0.10651487  0.10731104 -0.17546782 ...  0.11944877 -0.10211802
  -0.18992633]
 [ 0.16657065  0.04830203 -0.03824002 ... -0.02453282 -0.03742061
  -0.23725358]
 ...
 [ 0.01039196  0.14248227 -0.14683479 ...  0.23341939 -0.05890901
  -0.10363059]
 [ 0.03681749  0.14245245 -0.12900919 ...  0.20355263 -0.07723473
  -0.10444046]
 [ 0.07503532  0.04155107 -0.03637853 ...  0.09784499 -0.07740167
  -0.08970135]]"
1_1466_u_1,"[[ 0.19956638  0.03784521 -0.1963816  ...  0.0812313  -0.15183017
  -0.25481433]
 [ 0.05293809  0.16100027 -0.26496512 ...  0.22321518 -0.10195945
  -0.16395244]
 [ 0.09066904  0.09569798 -0.20458144 ...  0.15651411 -0.03826694
  -0.18027678]
 ...
 [ 0.00196682  0.1881844  -0.23475495 ...  0.27563587 -0.094566
  -0.14754587]
 [ 0.03064363  0.14943346 -0.24094799 ...  0.24260381 -0.10237929
  -0.13261981]
 [ 0.01699291  0.1817374  -0.25805435 ...  0.26921317 -0.12675305
  -0.1507085 ]]"
1_1466_u_2,"[[ 0.04167504  0.11391373 -0.17732659 ...  0.2103117  -0.09084308
  -0.10569823]
 [ 0.0235092   0.13872938 -0.22221321 ...  0.21896857 -0.09594393
  -0.12785941]
 [ 0.03371749  0.11451001 -0.16852176 ...  0.20046385 -0.02749364
  -0.15248553]
 ...
 [ 0.03170284  0.15583564 -0.24922684 ...  0.23243105 -0.1184465
  -0.14955413]
 [ 0.03807993  0.14527768 -0.23930156 ...  0.23381597 -0.12617528
  -0.12103194]
 [ 0.00708087  0.17798683 -0.25334552 ...  0.26255685 -0.13923004
  -0.12978375]]"
1_1470_u_1,"[[ 0.07437401  0.1247082  -0.23741266 ...  0.17462488 -0.03550148
  -0.18476807]
 [ 0.0790068   0.12510987 -0.253785   ...  0.17858943 -0.04276408
  -0.18450645]
 [ 0.05448186  0.12337399 -0.2125273  ...  0.17849675 -0.04143348
  -0.16276473]
 ...
 [ 0.01133284  0.17750256 -0.22613855 ...  0.24880739 -0.0744179
  -0.14212011]
 [ 0.03047098  0.16712089 -0.23717447 ...  0.22716519 -0.06454889
  -0.16324198]
 [ 0.02538335  0.175485   -0.23901848 ...  0.24410181 -0.07745786
  -0.16261616]]"
1_1478_u_1,"[[-0.02235388  0.20536506 -0.2168768  ...  0.2450099  -0.10684049
  -0.13082694]
 [-0.06102384  0.21771322 -0.19616783 ...  0.29583994 -0.08447316
  -0.10341718]
 [-0.02478439  0.2094893  -0.2211687  ...  0.2720783  -0.07061513
  -0.15854847]
 ...
 [ 0.00764702  0.16447407 -0.16085425 ...  0.25301903 -0.03559621
  -0.12870274]
 [-0.00878394  0.17852461 -0.2170977  ...  0.2591003  -0.07254465
  -0.13545798]
 [-0.03902357  0.18907008 -0.18655929 ...  0.27857062 -0.06548513
  -0.12334219]]"
1_1478_u_2,"[[-0.05523387  0.21406087 -0.18964684 ...  0.27567926 -0.07771103
  -0.12784028]
 [-0.07166658  0.21102048 -0.17943901 ...  0.2918961  -0.07008497
  -0.11989463]
 [-0.02877121  0.21254528 -0.21150008 ...  0.27728215 -0.05814334
  -0.15713349]
 ...
 [-0.00611557  0.16929111 -0.16370955 ...  0.2566663  -0.03143408
  -0.1316202 ]
 [-0.00660701  0.17837682 -0.21824983 ...  0.2526041  -0.04998681
  -0.15802284]
 [-0.02580417  0.17495984 -0.1914596  ...  0.2558555  -0.05367796
  -0.13702577]]"
1_1478_u_3,"[[-0.0568277   0.20873709 -0.17923474 ...  0.28128612 -0.06799774
  -0.11906525]
 [-0.07053086  0.20623496 -0.17053327 ...  0.28864354 -0.06299622
  -0.11947916]
 [-0.00762999  0.20440465 -0.25444862 ...  0.26445264 -0.07224576
  -0.16495475]
 ...
 [ 0.0176101   0.16415405 -0.19044104 ...  0.24915501 -0.05056601
  -0.1325288 ]
 [ 0.00429888  0.17354417 -0.24503183 ...  0.23856294 -0.06702287
  -0.15880826]
 [-0.01923497  0.18527941 -0.22894776 ...  0.25323322 -0.07716089
  -0.1377197 ]]"
1_1478_u_4,"[[-0.05744041  0.20029509 -0.16239986 ...  0.2782669  -0.06409872
  -0.10937594]
 [-0.07351704  0.19539408 -0.14684844 ...  0.28974426 -0.05282164
  -0.10316526]
 [ 0.00702623  0.18427615 -0.23092106 ...  0.2510119  -0.04225016
  -0.16853686]
 ...
 [-0.00662395  0.17379054 -0.1907309  ...  0.26943904 -0.05791568
  -0.11495702]
 [ 0.01852955  0.16018298 -0.24089116 ...  0.22843513 -0.05203377
  -0.16044858]
 [ 0.00771683  0.17641804 -0.24458677 ...  0.23971078 -0.06602056
  -0.15860209]]"
1_1478_u_5,"[[-0.05922197  0.19661509 -0.15436453 ...  0.27581334 -0.05937693
  -0.10875992]
 [-0.07500282  0.19228989 -0.13538033 ...  0.28518903 -0.04515066
  -0.10431619]
 [ 0.00275926  0.18380094 -0.22369257 ...  0.2534458  -0.04212757
  -0.16656582]
 ...
 [-0.00398923  0.1680383  -0.18500203 ...  0.26737356 -0.05852379
  -0.10865156]
 [ 0.01514317  0.16003604 -0.23781395 ...  0.23065403 -0.05355324
  -0.1557877 ]
 [ 0.00905921  0.17234702 -0.24042553 ...  0.23717284 -0.06317286
  -0.16058877]]"
1_1478_u_6,"[[ 0.16789633  0.08933866 -0.2209936  ...  0.08522358 -0.16545466
  -0.26718357]
 [ 0.2109416   0.09505799 -0.1777051  ...  0.04805025 -0.1301352
  -0.31211087]
 [ 0.07480436  0.12450188 -0.22957225 ...  0.18455063 -0.10666087
  -0.17788948]
 ...
 [-0.00615608  0.20223244 -0.24803215 ...  0.26276183 -0.07989232
  -0.14181633]
 [-0.01219328  0.16821754 -0.19741122 ...  0.23656802 -0.04678418
  -0.14387576]
 [-0.00886306  0.18501061 -0.2243195  ...  0.24303623 -0.0564701
  -0.1516237 ]]"
